_id,resultId,examId,examCode,userOpenid,action,questionIndex,timestamp,description,questionType,previousValue,currentValue,answer,from,to
00000000000000000000000000000571,00000000000000000000000000000015,00000000000000000000000000000015,QT-SIM-021-4521,sim_openid_021_366613,leave_question,7,1782911975216,离开第9题,,,,,,
00000000000000000000000000000572,00000000000000000000000000000015,00000000000000000000000000000015,QT-SIM-021-4521,sim_openid_021_366613,enter_question,8,1782911977004,进入第10题,sorting,,,,,
00000000000000000000000000000573,00000000000000000000000000000015,00000000000000000000000000000015,QT-SIM-021-4521,sim_openid_021_366613,change_sorting_option,8,1782912005899,"拖动D(4→1)，A,B,C,D → D,A,B,C",sorting,"""A,B,C,D""","""D,A,B,C""","""D""",4,1
00000000000000000000000000000574,00000000000000000000000000000015,00000000000000000000000000000015,QT-SIM-021-4521,sim_openid_021_366613,change_sorting_option,8,1782912012409,"拖动C(4→3)，D,A,B,C → D,A,C,B",sorting,"""D,A,B,C""","""D,A,C,B""","""C""",4,3
00000000000000000000000000000575,00000000000000000000000000000015,00000000000000000000000000000015,QT-SIM-021-4521,sim_openid_021_366613,change_sorting_option,8,1782912015150,"拖动C(3→4)，D,A,C,B → D,A,B,C",sorting,"""D,A,C,B""","""D,A,B,C""","""C""",3,4
00000000000000000000000000000576,00000000000000000000000000000015,00000000000000000000000000000015,QT-SIM-021-4521,sim_openid_021_366613,change_sorting_option,8,1782912021177,"拖动C(4→2)，D,A,B,C → D,C,A,B",sorting,"""D,A,B,C""","""D,C,A,B""","""C""",4,2
00000000000000000000000000000577,00000000000000000000000000000015,00000000000000000000000000000015,QT-SIM-021-4521,sim_openid_021_366613,change_sorting_option,8,1782912028586,"拖动B(4→3)，D,C,A,B → D,C,B,A",sorting,"""D,C,A,B""","""D,C,B,A""","""B""",4,3
00000000000000000000000000000578,00000000000000000000000000000015,00000000000000000000000000000015,QT-SIM-021-4521,sim_openid_021_366613,leave_question,8,1782912036099,离开第10题,,,,,,
00000000000000000000000000000579,00000000000000000000000000000015,00000000000000000000000000000015,QT-SIM-021-4521,sim_openid_021_366613,submit_exam,-1,1782912036631,提交试卷,,,,,,
0000000000000000000000000000057a,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,start_exam,-1,1782912453734,开始答题,,,,,,
0000000000000000000000000000057b,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_exam,-1,1782912453784,进入试卷页面,,,,,,
0000000000000000000000000000057c,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_question,1,1782912455857,进入第1题,sorting,,,,,
0000000000000000000000000000057d,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,1,1782912478502,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
0000000000000000000000000000057e,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,1,1782912481471,"拖动C(2→1)，B,C,A,D → C,B,A,D",sorting,"""B,C,A,D""","""C,B,A,D""","""C""",2,1
0000000000000000000000000000057f,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,1,1782912486598,"拖动B(2→4)，C,B,A,D → C,A,D,B",sorting,"""C,B,A,D""","""C,A,D,B""","""B""",2,4
00000000000000000000000000000580,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,1,1782912492064,"拖动D(3→2)，C,A,D,B → C,D,A,B",sorting,"""C,A,D,B""","""C,D,A,B""","""D""",3,2
00000000000000000000000000000581,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,leave_question,1,1782912495119,离开第1题,,,,,,
00000000000000000000000000000582,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_question,4,1782912496233,进入第2题,sorting,,,,,
00000000000000000000000000000583,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,4,1782912502330,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
00000000000000000000000000000584,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,4,1782912507731,"拖动C(2→4)，B,C,A,D → B,A,D,C",sorting,"""B,C,A,D""","""B,A,D,C""","""C""",2,4
00000000000000000000000000000585,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,4,1782912509254,"拖动A(2→3)，B,A,D,C → B,D,A,C",sorting,"""B,A,D,C""","""B,D,A,C""","""A""",2,3
00000000000000000000000000000586,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,4,1782912510693,"拖动B(1→2)，B,D,A,C → D,B,A,C",sorting,"""B,D,A,C""","""D,B,A,C""","""B""",1,2
00000000000000000000000000000587,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,leave_question,4,1782912516045,离开第2题,,,,,,
00000000000000000000000000000588,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_question,6,1782912519236,进入第3题,sorting,,,,,
00000000000000000000000000000589,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,6,1782912545397,"拖动C(3→4)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""C""",3,4
0000000000000000000000000000058a,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,6,1782912550735,"拖动D(3→1)，A,B,D,C → D,A,B,C",sorting,"""A,B,D,C""","""D,A,B,C""","""D""",3,1
0000000000000000000000000000058b,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,6,1782912554706,"拖动D(1→3)，D,A,B,C → A,B,D,C",sorting,"""D,A,B,C""","""A,B,D,C""","""D""",1,3
0000000000000000000000000000058c,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,6,1782912557931,"拖动B(2→3)，A,B,D,C → A,D,B,C",sorting,"""A,B,D,C""","""A,D,B,C""","""B""",2,3
0000000000000000000000000000058d,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,6,1782912559008,"拖动B(3→2)，A,D,B,C → A,B,D,C",sorting,"""A,D,B,C""","""A,B,D,C""","""B""",3,2
0000000000000000000000000000058e,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,leave_question,6,1782912560934,离开第3题,,,,,,
0000000000000000000000000000058f,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_question,2,1782912563477,进入第4题,sorting,,,,,
00000000000000000000000000000590,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,2,1782912584818,"拖动B(2→4)，A,B,C,D → A,C,D,B",sorting,"""A,B,C,D""","""A,C,D,B""","""B""",2,4
00000000000000000000000000000591,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,2,1782912588430,"拖动C(2→1)，A,C,D,B → C,A,D,B",sorting,"""A,C,D,B""","""C,A,D,B""","""C""",2,1
00000000000000000000000000000592,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,2,1782912593456,"拖动C(1→2)，C,A,D,B → A,C,D,B",sorting,"""C,A,D,B""","""A,C,D,B""","""C""",1,2
00000000000000000000000000000593,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,leave_question,2,1782912601191,离开第4题,,,,,,
00000000000000000000000000000594,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_question,5,1782912604476,进入第5题,sorting,,,,,
00000000000000000000000000000595,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,leave_question,5,1782912614121,离开第5题,,,,,,
00000000000000000000000000000596,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_question,3,1782912617477,进入第6题,sorting,,,,,
00000000000000000000000000000597,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,3,1782912632550,"拖动C(3→2)，A,B,C,D → A,C,B,D",sorting,"""A,B,C,D""","""A,C,B,D""","""C""",3,2
00000000000000000000000000000598,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,3,1782912634985,"拖动A(1→3)，A,C,B,D → C,B,A,D",sorting,"""A,C,B,D""","""C,B,A,D""","""A""",1,3
00000000000000000000000000000599,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,3,1782912641096,"拖动C(1→2)，C,B,A,D → B,C,A,D",sorting,"""C,B,A,D""","""B,C,A,D""","""C""",1,2
0000000000000000000000000000059a,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,leave_question,3,1782912645737,离开第6题,,,,,,
0000000000000000000000000000059b,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_question,9,1782912647911,进入第7题,sorting,,,,,
0000000000000000000000000000059c,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,9,1782912671150,"拖动D(4→3)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""D""",4,3
0000000000000000000000000000059d,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,9,1782912672446,"拖动B(2→4)，A,B,D,C → A,D,C,B",sorting,"""A,B,D,C""","""A,D,C,B""","""B""",2,4
0000000000000000000000000000059e,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,9,1782912674598,"拖动B(4→2)，A,D,C,B → A,B,D,C",sorting,"""A,D,C,B""","""A,B,D,C""","""B""",4,2
0000000000000000000000000000059f,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,leave_question,9,1782912681315,离开第7题,,,,,,
000000000000000000000000000005a0,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_question,10,1782912682523,进入第8题,sorting,,,,,
000000000000000000000000000005a1,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,10,1782912689371,"拖动D(4→2)，A,B,C,D → A,D,B,C",sorting,"""A,B,C,D""","""A,D,B,C""","""D""",4,2
000000000000000000000000000005a2,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,10,1782912691211,"拖动B(3→1)，A,D,B,C → B,A,D,C",sorting,"""A,D,B,C""","""B,A,D,C""","""B""",3,1
000000000000000000000000000005a3,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,10,1782912696043,"拖动A(2→3)，B,A,D,C → B,D,A,C",sorting,"""B,A,D,C""","""B,D,A,C""","""A""",2,3
000000000000000000000000000005a4,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,leave_question,10,1782912700904,离开第8题,,,,,,
000000000000000000000000000005a5,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_question,7,1782912702355,进入第9题,sorting,,,,,
000000000000000000000000000005a6,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,7,1782912712581,"拖动B(2→3)，A,B,C,D → A,C,B,D",sorting,"""A,B,C,D""","""A,C,B,D""","""B""",2,3
000000000000000000000000000005a7,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,7,1782912718629,"拖动C(2→1)，A,C,B,D → C,A,B,D",sorting,"""A,C,B,D""","""C,A,B,D""","""C""",2,1
000000000000000000000000000005a8,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,7,1782912723669,"拖动D(4→1)，C,A,B,D → D,C,A,B",sorting,"""C,A,B,D""","""D,C,A,B""","""D""",4,1
000000000000000000000000000005a9,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,7,1782912729723,"拖动B(4→3)，D,C,A,B → D,C,B,A",sorting,"""D,C,A,B""","""D,C,B,A""","""B""",4,3
000000000000000000000000000005aa,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,7,1782912733087,"拖动A(4→2)，D,C,B,A → D,A,C,B",sorting,"""D,C,B,A""","""D,A,C,B""","""A""",4,2
000000000000000000000000000005ab,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,7,1782912736240,"拖动C(3→1)，D,A,C,B → C,D,A,B",sorting,"""D,A,C,B""","""C,D,A,B""","""C""",3,1
000000000000000000000000000005ac,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,7,1782912737698,"拖动B(4→3)，C,D,A,B → C,D,B,A",sorting,"""C,D,A,B""","""C,D,B,A""","""B""",4,3
000000000000000000000000000005ad,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,7,1782912742641,"拖动A(4→2)，C,D,B,A → C,A,D,B",sorting,"""C,D,B,A""","""C,A,D,B""","""A""",4,2
000000000000000000000000000005ae,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,leave_question,7,1782912750215,离开第9题,,,,,,
000000000000000000000000000005af,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,enter_question,8,1782912752308,进入第10题,sorting,,,,,
000000000000000000000000000005b0,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,8,1782912765745,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
000000000000000000000000000005b1,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,8,1782912771146,"拖动A(3→1)，B,C,A,D → A,B,C,D",sorting,"""B,C,A,D""","""A,B,C,D""","""A""",3,1
000000000000000000000000000005b2,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,8,1782912776865,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
000000000000000000000000000005b3,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,8,1782912779363,"拖动C(2→1)，B,C,A,D → C,B,A,D",sorting,"""B,C,A,D""","""C,B,A,D""","""C""",2,1
000000000000000000000000000005b4,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,8,1782912783329,"拖动D(4→3)，C,B,A,D → C,B,D,A",sorting,"""C,B,A,D""","""C,B,D,A""","""D""",4,3
000000000000000000000000000005b5,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,change_sorting_option,8,1782912788470,"拖动A(4→3)，C,B,D,A → C,B,A,D",sorting,"""C,B,D,A""","""C,B,A,D""","""A""",4,3
000000000000000000000000000005b6,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,leave_question,8,1782912792733,离开第10题,,,,,,
000000000000000000000000000005b7,00000000000000000000000000000016,00000000000000000000000000000016,QT-SIM-022-2360,sim_openid_022_632137,submit_exam,-1,1782912792918,提交试卷,,,,,,
000000000000000000000000000005b8,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,start_exam,-1,1782913352194,开始答题,,,,,,
000000000000000000000000000005b9,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,enter_exam,-1,1782913352265,进入试卷页面,,,,,,
000000000000000000000000000005ba,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,enter_question,1,1782913354401,进入第1题,sorting,,,,,
000000000000000000000000000005bb,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,1,1782913376793,"拖动D(4→3)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""D""",4,3
000000000000000000000000000005bc,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,1,1782913381191,"拖动A(1→4)，A,B,D,C → B,D,C,A",sorting,"""A,B,D,C""","""B,D,C,A""","""A""",1,4
000000000000000000000000000005bd,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,1,1782913385000,"拖动B(1→3)，B,D,C,A → D,C,B,A",sorting,"""B,D,C,A""","""D,C,B,A""","""B""",1,3
000000000000000000000000000005be,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,1,1782913386934,"拖动C(2→1)，D,C,B,A → C,D,B,A",sorting,"""D,C,B,A""","""C,D,B,A""","""C""",2,1
000000000000000000000000000005bf,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,leave_question,1,1782913391000,离开第1题,,,,,,
000000000000000000000000000005c0,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,enter_question,4,1782913393725,进入第2题,sorting,,,,,
000000000000000000000000000005c1,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,4,1782913418374,"拖动B(2→4)，A,B,C,D → A,C,D,B",sorting,"""A,B,C,D""","""A,C,D,B""","""B""",2,4
000000000000000000000000000005c2,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,4,1782913420514,"拖动C(2→1)，A,C,D,B → C,A,D,B",sorting,"""A,C,D,B""","""C,A,D,B""","""C""",2,1
000000000000000000000000000005c3,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,leave_question,4,1782913427616,离开第2题,,,,,,
000000000000000000000000000005c4,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,enter_question,6,1782913429828,进入第3题,sorting,,,,,
000000000000000000000000000005c5,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,6,1782913453333,"拖动A(1→4)，A,B,C,D → B,C,D,A",sorting,"""A,B,C,D""","""B,C,D,A""","""A""",1,4
000000000000000000000000000005c6,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,6,1782913458313,"拖动B(1→2)，B,C,D,A → C,B,D,A",sorting,"""B,C,D,A""","""C,B,D,A""","""B""",1,2
000000000000000000000000000005c7,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,6,1782913464588,"拖动C(1→2)，C,B,D,A → B,C,D,A",sorting,"""C,B,D,A""","""B,C,D,A""","""C""",1,2
000000000000000000000000000005c8,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,6,1782913470980,"拖动A(4→3)，B,C,D,A → B,C,A,D",sorting,"""B,C,D,A""","""B,C,A,D""","""A""",4,3
000000000000000000000000000005c9,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,6,1782913472436,"拖动D(4→1)，B,C,A,D → D,B,C,A",sorting,"""B,C,A,D""","""D,B,C,A""","""D""",4,1
000000000000000000000000000005ca,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,6,1782913478455,"拖动C(3→2)，D,B,C,A → D,C,B,A",sorting,"""D,B,C,A""","""D,C,B,A""","""C""",3,2
000000000000000000000000000005cb,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,leave_question,6,1782913486070,离开第3题,,,,,,
000000000000000000000000000005cc,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,enter_question,2,1782913487785,进入第4题,sorting,,,,,
000000000000000000000000000005cd,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,2,1782913506619,"拖动B(2→4)，A,B,C,D → A,C,D,B",sorting,"""A,B,C,D""","""A,C,D,B""","""B""",2,4
000000000000000000000000000005ce,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,2,1782913509785,"拖动C(2→4)，A,C,D,B → A,D,B,C",sorting,"""A,C,D,B""","""A,D,B,C""","""C""",2,4
000000000000000000000000000005cf,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,2,1782913515261,"拖动D(2→3)，A,D,B,C → A,B,D,C",sorting,"""A,D,B,C""","""A,B,D,C""","""D""",2,3
000000000000000000000000000005d0,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,2,1782913517928,"拖动C(4→2)，A,B,D,C → A,C,B,D",sorting,"""A,B,D,C""","""A,C,B,D""","""C""",4,2
000000000000000000000000000005d1,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,2,1782913519142,"拖动B(3→4)，A,C,B,D → A,C,D,B",sorting,"""A,C,B,D""","""A,C,D,B""","""B""",3,4
000000000000000000000000000005d2,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,leave_question,2,1782913522310,离开第4题,,,,,,
000000000000000000000000000005d3,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,enter_question,5,1782913523934,进入第5题,sorting,,,,,
000000000000000000000000000005d4,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,5,1782913537044,"拖动D(4→2)，A,B,C,D → A,D,B,C",sorting,"""A,B,C,D""","""A,D,B,C""","""D""",4,2
000000000000000000000000000005d5,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,5,1782913539867,"拖动D(2→3)，A,D,B,C → A,B,D,C",sorting,"""A,D,B,C""","""A,B,D,C""","""D""",2,3
000000000000000000000000000005d6,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,leave_question,5,1782913546323,离开第5题,,,,,,
000000000000000000000000000005d7,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,enter_question,3,1782913547587,进入第6题,sorting,,,,,
000000000000000000000000000005d8,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,3,1782913566029,"拖动D(4→1)，A,B,C,D → D,A,B,C",sorting,"""A,B,C,D""","""D,A,B,C""","""D""",4,1
000000000000000000000000000005d9,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,3,1782913572453,"拖动B(3→2)，D,A,B,C → D,B,A,C",sorting,"""D,A,B,C""","""D,B,A,C""","""B""",3,2
000000000000000000000000000005da,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,3,1782913576969,"拖动B(2→4)，D,B,A,C → D,A,C,B",sorting,"""D,B,A,C""","""D,A,C,B""","""B""",2,4
000000000000000000000000000005db,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,3,1782913581683,"拖动A(2→3)，D,A,C,B → D,C,A,B",sorting,"""D,A,C,B""","""D,C,A,B""","""A""",2,3
000000000000000000000000000005dc,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,3,1782913583184,"拖动B(4→2)，D,C,A,B → D,B,C,A",sorting,"""D,C,A,B""","""D,B,C,A""","""B""",4,2
000000000000000000000000000005dd,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,3,1782913589344,"拖动C(3→4)，D,B,C,A → D,B,A,C",sorting,"""D,B,C,A""","""D,B,A,C""","""C""",3,4
000000000000000000000000000005de,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,leave_question,3,1782913593764,离开第6题,,,,,,
000000000000000000000000000005df,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,enter_question,9,1782913595092,进入第7题,sorting,,,,,
000000000000000000000000000005e0,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,9,1782913622443,"拖动C(3→4)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""C""",3,4
000000000000000000000000000005e1,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,leave_question,9,1782913628827,离开第7题,,,,,,
000000000000000000000000000005e2,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,enter_question,10,1782913630750,进入第8题,sorting,,,,,
000000000000000000000000000005e3,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,10,1782913640193,"拖动B(2→1)，A,B,C,D → B,A,C,D",sorting,"""A,B,C,D""","""B,A,C,D""","""B""",2,1
000000000000000000000000000005e4,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,10,1782913645717,"拖动A(2→3)，B,A,C,D → B,C,A,D",sorting,"""B,A,C,D""","""B,C,A,D""","""A""",2,3
000000000000000000000000000005e5,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,10,1782913649020,"拖动D(4→1)，B,C,A,D → D,B,C,A",sorting,"""B,C,A,D""","""D,B,C,A""","""D""",4,1
000000000000000000000000000005e6,00000000000000000000000000000017,00000000000000000000000000000017,QT-SIM-023-7102,sim_openid_023_844087,change_sorting_option,10,1782913655496,"拖动D(1→3)，D,B,C,A → B,C,D,A",sorting,"""D,B,C,A""","""B,C,D,A""","""D""",1,3
