participantName,userOpenid,item_id,questionIndex,item_title,scenarioText,optionA,optionB,optionC,optionD,raw_item_time_sec,effective_item_time_sec,effective_first_response_time_sec,effective_post_first_time_sec,revision_count,action_count,first_position_change_count,last_position_change_count,top_bottom_swap_count,unique_state_count,repeated_state_count,backtracking_count,oscillation_count,priorityOption,priorityPair,priorityOptionText,priorityPairText,max_idle_gap_sec,time_removed_sec,interruption_flag,F_score,M_score,B_score,O_score,P_IVI,selection_status,process_type,process_labels,suggested_interview_focus
教师22,sim_openid_022_632137,Q7,7,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,33.404,33.404,23.239,10.165,3,3,0,3,0,3,1,1,1,C,C/D,教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,23.239,0.0,0,46.511628,21.51938,50.0,62.888889,42.691473,eligible,过程简单,多次调整；首末位摇摆；路径振荡,追问最理想或最不理想做法的判断为什么发生变化；追问当时是否在几个判断标准之间反复权衡
教师22,sim_openid_022_632137,Q8,8,跳绳秩序混乱,周三下午，大五班的幼儿正自发进行跳绳游戏。李老师观察后发现，挤在一起跳绳的幼儿人数较多，整个场面十分混乱，幼儿很容易出现碰撞现象。此外，由于当“柱子”的幼儿很久才能轮上跳绳，因此也显得很不耐烦。,请幼儿暂停游戏，将幼儿分成多个小组并引导他们以小组为单位分区域开展游戏。,请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。,提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,18.381,18.381,6.848,11.533,3,3,1,1,0,4,0,0,0,A,B/D,教师A：请幼儿暂停游戏，将幼儿分成多个小组并引导他们以小组为单位分区域开展游戏。,教师B：请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。；教师D：暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,6.848,0.0,0,88.636364,34.212121,60.0,36.333333,54.440909,eligible,过程中等,首反应异常；多次调整；首末位摇摆,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问最理想或最不理想做法的判断为什么发生变化
教师22,sim_openid_022_632137,Q9,9,艾莎公主不运动,小班的一次户外运动，有几个女孩子从一开始就没有选择任何体育活动项目，而是聚在一起坐在地上玩“艾莎公主”的游戏，比一比谁的鞋子最漂亮，谁的魔法最厉害。,询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动。,提醒幼儿现在是运动时间，请他们等自由游戏时间再一起玩“艾莎公主”的游戏。,利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。,肯定幼儿自主游戏的行为，言语引导幼儿穿着“漂亮的鞋子”参与运动。,47.86,47.86,10.226,37.634,9,8,3,6,1,9,1,1,0,C,A/B,教师C：利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。,教师A：询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动。；教师B：提醒幼儿现在是运动时间，请他们等自由游戏时间再一起玩“艾莎公主”的游戏。,10.226,0.0,0,65.909091,94.262626,100.0,71.111111,87.127273,eligible,过程复杂,首反应异常；高修正投入；多次调整；首末位摇摆；优劣方向冲突；路径振荡,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反；追问当时是否在几个判断标准之间反复权衡
教师22,sim_openid_022_632137,Q10,10,引水难题未解,中班上学期，幼儿在“引水游戏”中遇到了难题——水无法被引到竹片管道上。他们不断调整竹片拼接的方式，却始终没能成功，即竹片一头高于出水管道，阻碍了引流。渐渐地幼儿的探索兴趣也减弱了，有的开始玩水，有的甚至离开了水池。,示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。,加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。,组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。,投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。,40.425,40.425,13.437,26.988,6,6,4,2,0,4,3,3,3,A,B/C,教师A：示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。,教师B：加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。；教师C：组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。,13.437,0.0,0,9.302326,85.689922,100.0,88.0,75.767442,eligible,过程复杂,高修正投入；多次调整；首末位摇摆；路径振荡,追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问当时是否在几个判断标准之间反复权衡
教师23,sim_openid_023_844087,Q1,1,篮球架玩水,操场上新安装了一些篮球架，幼儿经常在这里投篮。某天户外活动时，几名幼儿带着画笔和水桶来到这里，他们先是快乐地粉刷篮球架，之后开始往篮框里灌水，有的从上面灌，有的在下面接，忙的不亦乐乎，俨然这里成为了玩水的场地。,看到幼儿玩得很开心，不干预他们的玩水行为，待兴趣减弱后再讨论玩水的适宜性。,表扬幼儿的新发现，并询问在篮球架旁玩水是否合适，提议幼儿可以换个地方玩水。,参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。,提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。,36.599,36.599,22.392,14.207,4,4,3,2,1,5,0,0,0,A,C/D,教师A：看到幼儿玩得很开心，不干预他们的玩水行为，待兴趣减弱后再讨论玩水的适宜性。,教师C：参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。；教师D：提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。,22.392,0.0,0,29.268293,37.317073,100.0,37.0,57.59878,eligible,过程中等,多次调整；首末位摇摆；优劣方向冲突,追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反
教师23,sim_openid_023_844087,Q2,2,未参与小组建构,大班建构活动中，睿睿和其他幼儿计划一起搭积木大桥，他们讨论了搭建方法，并进入区域开始搭建。就在其他幼儿在认真搭建时，睿睿发现了一块长条木板，他一会儿在地上推着走，一会儿当枪使，没有再参与小组的搭建。,继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。,引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。,看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。,33.891,33.891,24.649,9.242,2,2,1,1,0,3,0,0,0,B,B/C,教师B：肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。,教师B：肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。；教师C：引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。,24.649,0.0,0,35.555556,6.444444,60.0,25.222222,33.827778,eligible,过程中等,首末位摇摆,追问最理想或最不理想做法的判断为什么发生变化
教师23,sim_openid_023_844087,Q3,3,材料选择无层次,大班上学期，张老师在建构区投放了按图搭建的游戏材料，并提供了不同星级难度的任务卡供幼儿选择，但有的幼儿一上来就选择高难度的三星级任务卡，结果不能顺利完成任务；而有的幼儿始终选择低难度的一星级任务卡。这天，浩浩又连续选择了几张一星级任务卡，很快就完成了任务。,调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,和浩浩回顾已完成的任务，比较不同星级的难度，邀请他选择稍有挑战的任务。,56.242,56.242,23.505,32.737,6,6,4,3,2,6,1,1,1,A,B/C,教师A：调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,教师B：暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。；教师C：调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,23.505,0.0,0,31.111111,76.666667,100.0,76.333333,75.672222,eligible,过程复杂,高修正投入；多次调整；首末位摇摆；优劣方向冲突；路径振荡,追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反；追问当时是否在几个判断标准之间反复权衡
教师23,sim_openid_023_844087,Q4,4,频繁求助,中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。,鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。,先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,34.525,34.525,18.834,15.691,5,5,0,4,0,5,1,1,0,B,B/D,教师B：先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,教师B：先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。；教师D：帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,18.834,0.0,0,7.5,58.833333,50.0,56.111111,45.066667,eligible,过程中等,多次调整；首末位摇摆,追问最理想或最不理想做法的判断为什么发生变化
教师23,sim_openid_023_844087,Q5,5,消防员救火开心,近几天，中班的幼儿十分热衷于在区域游戏时间玩“消防员救火”的游戏。游戏结束后的交流活动中，老师问幼儿最想分享什么时，阳阳说“娃娃家着火了，好开心啊！”。,抓住教育契机，向幼儿耐心解释真实的火灾会造成物品损失和人员伤亡。,询问幼儿开心的是“着火”本身，还是消防员成功救火、娃娃家的人得救？,引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。,请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,22.389,22.389,13.11,9.279,2,2,0,1,0,3,0,0,0,C,B/D,教师C：引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。,教师B：询问幼儿开心的是“着火”本身，还是消防员成功救火、娃娃家的人得救？；教师D：请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,13.11,0.0,0,46.511628,14.852713,30.0,28.222222,28.491473,eligible,过程简单,过程相对平稳,追问教师当时主要依据什么形成排序
教师23,sim_openid_023_844087,Q6,6,区域停留短,小班幼儿瑶瑶在区域活动时，一会儿在娃娃家切切菜，一会儿到美工区搓搓橡皮泥，一会儿又开心地跑到其它区域游戏，在任何一个区域停留时间都不超过三分钟。,提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。,仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。,46.177,46.177,18.442,27.735,6,6,1,4,1,6,1,1,0,D,A/C,教师D：以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。,教师A：提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。；教师C：仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,18.442,0.0,0,9.302326,82.620155,100.0,56.777778,70.163178,eligible,过程复杂,高修正投入；多次调整；首末位摇摆；优劣方向冲突,追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反
教师23,sim_openid_023_844087,Q7,7,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,33.735,33.735,27.351,6.384,1,1,0,1,0,2,0,0,0,C,C/D,教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,27.351,0.0,0,74.418605,5.131783,30.0,27.333333,31.023256,eligible,过程简单,首反应异常,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断
教师23,sim_openid_023_844087,Q8,8,跳绳秩序混乱,周三下午，大五班的幼儿正自发进行跳绳游戏。李老师观察后发现，挤在一起跳绳的幼儿人数较多，整个场面十分混乱，幼儿很容易出现碰撞现象。此外，由于当“柱子”的幼儿很久才能轮上跳绳，因此也显得很不耐烦。,请幼儿暂停游戏，将幼儿分成多个小组并引导他们以小组为单位分区域开展游戏。,请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。,提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,38.036,38.036,9.443,28.593,6,6,5,2,2,7,0,0,0,D,C/D,教师D：暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,教师C：提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。；教师D：暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,9.443,0.0,0,65.909091,75.969697,100.0,44.555556,77.656061,eligible,过程复杂,首反应异常；高修正投入；多次调整；首末位摇摆；优劣方向冲突,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反
教师23,sim_openid_023_844087,Q9,9,艾莎公主不运动,小班的一次户外运动，有几个女孩子从一开始就没有选择任何体育活动项目，而是聚在一起坐在地上玩“艾莎公主”的游戏，比一比谁的鞋子最漂亮，谁的魔法最厉害。,询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动。,提醒幼儿现在是运动时间，请他们等自由游戏时间再一起玩“艾莎公主”的游戏。,利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。,肯定幼儿自主游戏的行为，言语引导幼儿穿着“漂亮的鞋子”参与运动。,52.127,52.127,25.704,26.423,5,5,4,1,1,6,0,0,0,A,B/C,教师A：询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动。,教师B：提醒幼儿现在是运动时间，请他们等自由游戏时间再一起玩“艾莎公主”的游戏。；教师C：利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。,25.704,0.0,0,47.727273,67.969697,100.0,43.888889,71.519697,eligible,过程复杂,高修正投入；多次调整；首末位摇摆；优劣方向冲突,追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反
教师23,sim_openid_023_844087,Q10,10,引水难题未解,中班上学期，幼儿在“引水游戏”中遇到了难题——水无法被引到竹片管道上。他们不断调整竹片拼接的方式，却始终没能成功，即竹片一头高于出水管道，阻碍了引流。渐渐地幼儿的探索兴趣也减弱了，有的开始玩水，有的甚至离开了水池。,示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。,加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。,组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。,投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。,32.282,32.282,21.405,10.877,2,2,1,0,0,3,0,0,0,A,A/B,教师A：示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。,教师A：示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。；教师B：加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。,21.405,0.0,0,51.162791,16.310078,30.0,29.666667,30.075581,eligible,过程简单,过程相对平稳,追问教师当时主要依据什么形成排序
教师24,sim_openid_024_664191,Q1,1,篮球架玩水,操场上新安装了一些篮球架，幼儿经常在这里投篮。某天户外活动时，几名幼儿带着画笔和水桶来到这里，他们先是快乐地粉刷篮球架，之后开始往篮框里灌水，有的从上面灌，有的在下面接，忙的不亦乐乎，俨然这里成为了玩水的场地。,看到幼儿玩得很开心，不干预他们的玩水行为，待兴趣减弱后再讨论玩水的适宜性。,表扬幼儿的新发现，并询问在篮球架旁玩水是否合适，提议幼儿可以换个地方玩水。,参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。,提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。,38.955,38.955,20.057,18.898,4,4,1,2,0,4,1,1,1,C,B/D,教师C：参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。,教师B：表扬幼儿的新发现，并询问在篮球架旁玩水是否合适，提议幼儿可以换个地方玩水。；教师D：提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。,20.057,0.0,0,14.634146,49.02439,80.0,67.111111,55.700813,eligible,过程中等,多次调整；首末位摇摆；路径振荡,追问最理想或最不理想做法的判断为什么发生变化；追问当时是否在几个判断标准之间反复权衡
教师24,sim_openid_024_664191,Q2,2,未参与小组建构,大班建构活动中，睿睿和其他幼儿计划一起搭积木大桥，他们讨论了搭建方法，并进入区域开始搭建。就在其他幼儿在认真搭建时，睿睿发现了一块长条木板，他一会儿在地上推着走，一会儿当枪使，没有再参与小组的搭建。,继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。,引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。,看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。,33.668,33.668,24.893,8.775,3,3,1,1,0,4,0,0,0,A,B/D,教师A：继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,教师B：肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。；教师D：看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。,24.893,0.0,0,40.0,13.555556,60.0,29.666667,37.516667,eligible,过程简单,多次调整；首末位摇摆,追问最理想或最不理想做法的判断为什么发生变化
教师24,sim_openid_024_664191,Q3,3,材料选择无层次,大班上学期，张老师在建构区投放了按图搭建的游戏材料，并提供了不同星级难度的任务卡供幼儿选择，但有的幼儿一上来就选择高难度的三星级任务卡，结果不能顺利完成任务；而有的幼儿始终选择低难度的一星级任务卡。这天，浩浩又连续选择了几张一星级任务卡，很快就完成了任务。,调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,和浩浩回顾已完成的任务，比较不同星级的难度，邀请他选择稍有挑战的任务。,53.134,53.134,6.175,46.959,9,9,4,5,1,9,1,1,0,A,A/B,教师A：调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,教师A：调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。；教师B：暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,6.179,0.0,0,88.888889,98.888889,100.0,67.222222,92.527778,eligible,过程复杂,首反应异常；高修正投入；多次调整；首末位摇摆；优劣方向冲突；路径振荡,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反；追问当时是否在几个判断标准之间反复权衡
教师24,sim_openid_024_664191,Q4,4,频繁求助,中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。,鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。,先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,48.026,48.026,14.595,33.431,8,8,2,5,1,6,3,3,0,B,B/C,教师B：先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,教师B：先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。；教师C：在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,14.595,0.0,0,7.5,95.5,100.0,75.666667,76.5,eligible,过程复杂,高修正投入；多次调整；首末位摇摆；优劣方向冲突；路径振荡,追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反；追问当时是否在几个判断标准之间反复权衡
教师24,sim_openid_024_664191,Q5,5,消防员救火开心,近几天，中班的幼儿十分热衷于在区域游戏时间玩“消防员救火”的游戏。游戏结束后的交流活动中，老师问幼儿最想分享什么时，阳阳说“娃娃家着火了，好开心啊！”。,抓住教育契机，向幼儿耐心解释真实的火灾会造成物品损失和人员伤亡。,询问幼儿开心的是“着火”本身，还是消防员成功救火、娃娃家的人得救？,引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。,请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,23.04,23.04,6.321,16.719,3,3,0,2,0,3,1,1,0,,B/D,,教师B：询问幼儿开心的是“着火”本身，还是消防员成功救火、娃娃家的人得救？；教师D：请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,6.321,0.0,0,93.023256,35.348837,50.0,49.333333,54.109302,eligible,过程中等,首反应异常；多次调整；首末位摇摆,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问最理想或最不理想做法的判断为什么发生变化
教师24,sim_openid_024_664191,Q6,6,区域停留短,小班幼儿瑶瑶在区域活动时，一会儿在娃娃家切切菜，一会儿到美工区搓搓橡皮泥，一会儿又开心地跑到其它区域游戏，在任何一个区域停留时间都不超过三分钟。,提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。,仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。,40.357,40.357,26.989,13.368,2,2,2,0,0,3,0,0,0,A,B/C,教师A：提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。；教师C：仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,26.989,0.0,0,69.767442,15.24031,50.0,24.888889,39.758915,eligible,过程简单,首反应异常；首末位摇摆,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问最理想或最不理想做法的判断为什么发生变化
教师24,sim_openid_024_664191,Q7,7,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,35.518,35.518,11.733,23.785,5,5,3,1,1,6,0,0,0,A,B/C,教师A：耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,教师B：暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。；教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,11.733,0.0,0,55.813953,71.03876,100.0,42.0,73.774419,eligible,过程复杂,高修正投入；多次调整；首末位摇摆；优劣方向冲突,追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反
教师24,sim_openid_024_664191,Q8,8,跳绳秩序混乱,周三下午，大五班的幼儿正自发进行跳绳游戏。李老师观察后发现，挤在一起跳绳的幼儿人数较多，整个场面十分混乱，幼儿很容易出现碰撞现象。此外，由于当“柱子”的幼儿很久才能轮上跳绳，因此也显得很不耐烦。,请幼儿暂停游戏，将幼儿分成多个小组并引导他们以小组为单位分区域开展游戏。,请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。,提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,26.029,26.029,10.821,15.208,3,3,2,1,0,3,1,1,1,C,A/B,教师C：提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,教师A：请幼儿暂停游戏，将幼儿分成多个小组并引导他们以小组为单位分区域开展游戏。；教师B：请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。,10.821,0.0,0,52.272727,42.393939,80.0,65.666667,61.022727,eligible,过程中等,多次调整；首末位摇摆；路径振荡,追问最理想或最不理想做法的判断为什么发生变化；追问当时是否在几个判断标准之间反复权衡
